Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price,Split
St Albans,46A Collins St,3,t,S,Ray,17/06/2017,14.0,3021.0,3.0,1.0,1.0,160.0,129.0,2000.0,Brimbank,-37.73915,144.80289,Western Metropolitan,14042.0,460000.0,Test
Preston,24 Regent St,3,h,SP,Nelson,9/09/2017,8.4,3072.0,3.0,1.0,2.0,465.0,,1930.0,,-37.73027,145.00189,Northern Metropolitan,14577.0,920000.0,Test
Preston,32 Tyler St,3,h,S,Barry,7/05/2016,8.8,3072.0,4.0,1.0,2.0,591.0,,,Darebin,-37.7333,145.0353,Northern Metropolitan,14577.0,560000.0,Test
Abbotsford,5/29 Church St,2,u,S,hockingstuart,17/06/2017,3.0,3067.0,2.0,1.0,1.0,601.0,64.0,1970.0,Yarra,-37.80915,145.00066,Northern Metropolitan,4019.0,480000.0,Test
Brighton East,86 Glencairn Av,5,h,S,Buxton,23/09/2017,10.3,3187.0,5.0,3.0,3.0,626.0,,,,-37.92427,145.02003,Southern Metropolitan,6938.0,2750000.0,Test
Toorak,17/34 Mathoura Rd,1,u,S,Jellis,18/06/2016,4.6,3142.0,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,-37.8464,145.0074,Southern Metropolitan,7217.0,366000.0,Test
Carrum Downs,60 Carrington Cr,3,h,S,Harcourts,16/09/2017,34.9,3201.0,3.0,2.0,2.0,673.0,677.0,,,-38.1046,145.19339,South-Eastern Metropolitan,8060.0,578000.0,Test
South Yarra,15/2 Gordon Gr,2,u,S,Jellis,17/09/2016,3.3,3141.0,2.0,1.0,2.0,0.0,72.0,1970.0,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887.0,600000.0,Test
Port Melbourne,139 Cruikshank St,3,t,S,Cayzer,16/04/2016,3.8,3207.0,3.0,1.0,2.0,188.0,,,Port Phillip,-37.8371,144.9478,Southern Metropolitan,8648.0,1565000.0,Test
Preston,34 Grange St,3,h,S,Barry,3/06/2017,8.4,3072.0,3.0,1.0,0.0,357.0,,,Darebin,-37.7377,144.98781,Northern Metropolitan,14577.0,930000.0,Test
Richmond,305/45 York St,1,u,S,hockingstuart,17/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,,,Yarra,-37.813,144.993,Northern Metropolitan,14949.0,402000.0,Test
Braybrook,14 Enderby Ct,3,h,S,Douglas,8/07/2017,8.6,3019.0,3.0,1.0,2.0,694.0,110.0,1960.0,Maribyrnong,-37.79382,144.85107,Western Metropolitan,3589.0,797000.0,Test
Brighton East,109 Thomas St,5,h,VB,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0,1400000.0,Test
Hawthorn East,61 Roseberry St,3,h,SP,Marshall,28/05/2016,7.5,3123.0,3.0,2.0,1.0,255.0,115.0,1890.0,Boroondara,-37.8266,145.0493,Southern Metropolitan,6482.0,1625000.0,Test
North Melbourne,13/49 Haines St,2,u,S,Jas,8/10/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7988,144.9475,Northern Metropolitan,6821.0,475000.0,Test
Balwyn North,2 Tudor Ct,7,h,PI,Barry,14/05/2016,9.2,3104.0,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0,2600000.0,Test
Brunswick,11/68 De Carle St,2,u,SP,Jellis,18/06/2016,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland,-37.7597,144.9655,Northern Metropolitan,11918.0,435000.0,Test
Melbourne,901/265 Exhibition St,3,u,S,Greg,15/10/2016,2.8,3000.0,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0,750000.0,Test
Ashburton,55 Fakenham Rd,4,h,S,Buxton,27/05/2017,10.2,3147.0,4.0,1.0,1.0,676.0,,,Boroondara,-37.86223,145.08696,Southern Metropolitan,3052.0,1972500.0,Test
Keilor East,8 Nyah St,3,h,S,Nelson,11/03/2017,12.8,3033.0,3.0,1.0,2.0,610.0,,,Moonee Valley,-37.7359,144.868,Western Metropolitan,5629.0,915000.0,Test
South Kingsville,56b Vernon St,2,t,SP,Williams,28/08/2016,9.1,3015.0,2.0,1.0,1.0,228.0,100.0,2000.0,Hobsons Bay,-37.8317,144.8713,Western Metropolitan,984.0,611000.0,Test
Ivanhoe,29 Livingstone St,4,h,PI,Nelson,3/06/2017,7.8,3079.0,4.0,1.0,2.0,587.0,,,Banyule,-37.76737,145.03943999999996,Eastern Metropolitan,5549.0,1350000.0,Test
Maribyrnong,26 Mitchell St,3,h,S,Biggin,14/05/2016,8.7,3032.0,3.0,2.0,2.0,1396.0,175.0,1955.0,Maribyrnong,-37.7833,144.888,Western Metropolitan,4918.0,1072000.0,Test
Ashburton,63 Dent St,4,h,S,Jellis,25/02/2017,11.0,3147.0,4.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0,1800000.0,Test
Coburg,34 Soudan St,2,h,S,Nelson,29/07/2017,6.7,3058.0,2.0,1.0,1.0,476.0,97.0,1930.0,Moreland,-37.73883,144.95321,Northern Metropolitan,11204.0,996000.0,Test
Hadfield,2/126 Middle St,3,t,S,Stockdale,3/06/2017,11.2,3046.0,3.0,2.0,2.0,0.0,139.0,2013.0,Moreland,-37.70903,144.93995,Northern Metropolitan,2606.0,627000.0,Test
Jacana,29 Hendricks Cr,4,h,S,Stockdale,19/08/2017,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,,-37.68196,144.90661,Northern Metropolitan,851.0,650000.0,Test
Hawthorn East,6/787 Burwood Rd,2,u,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482.0,532000.0,Test
Coburg,22/129 Harding St,3,t,S,Barry,13/05/2017,7.8,3058.0,3.0,1.0,2.0,120.0,113.76,1990.0,Moreland,-37.7462,144.9795,Northern Metropolitan,11204.0,824000.0,Test
Camberwell,89 Radnor St,3,h,S,Jellis,4/06/2016,7.8,3124.0,3.0,2.0,2.0,706.0,164.0,1960.0,Boroondara,-37.8457,145.0611,Southern Metropolitan,8920.0,1987000.0,Test
Coburg,15/1 Manna Gum Ct,3,t,PI,Brace,17/09/2016,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0,590000.0,Test
Thornbury,172 Rossmoyne St,3,h,VB,Nelson,27/06/2016,6.5,3071.0,3.0,2.0,2.0,349.0,,,Darebin,-37.7584,145.0115,Northern Metropolitan,8870.0,1200000.0,Test
Flemington,20 Bryant St,5,h,PI,Nelson,13/05/2017,4.4,3031.0,5.0,1.0,1.0,432.0,200.0,1915.0,Moonee Valley,-37.7859,144.9323,Northern Metropolitan,3593.0,1550000.0,Test
Moonee Ponds,22/122 Maribyrnong Rd,2,u,VB,Barry,18/03/2017,6.9,3039.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7715,144.9155,Western Metropolitan,6232.0,440000.0,Test
Brunswick West,10 Shamrock St,3,h,VB,Nelson,13/05/2017,5.9,3055.0,3.0,2.0,1.0,169.0,139.0,1900.0,Moreland,-37.7585,144.9504,Northern Metropolitan,7082.0,1100000.0,Test
Glenroy,57 Widford St,3,h,S,Stockdale,15/10/2016,13.0,3046.0,3.0,2.0,3.0,635.0,,,Moreland,-37.7006,144.9239,Northern Metropolitan,8870.0,612500.0,Test
Sunshine North,25 Lincoln St,3,h,S,Douglas,6/05/2017,13.3,3020.0,3.0,1.0,2.0,608.0,,,Brimbank,-37.7743,144.8446,Western Metropolitan,4217.0,830000.0,Test
Carrum,2/10 Millicent Av,3,u,S,Buxton,12/08/2017,31.2,3197.0,3.0,2.0,2.0,216.0,,,Kingston,-38.07509,145.12965,South-Eastern Metropolitan,1989.0,687500.0,Test
Glen Iris,121 High St,4,h,S,hockingstuart,1/07/2017,7.3,3146.0,4.0,2.0,3.0,737.0,,,Boroondara,-37.86231,145.07213000000004,Southern Metropolitan,10412.0,1910000.0,Test
Pascoe Vale,9 Somerset St,2,h,S,Nelson,30/07/2016,9.9,3044.0,2.0,1.0,2.0,527.0,,1950.0,Moreland,-37.7304,144.9261,Northern Metropolitan,7485.0,775000.0,Test
Moonee Ponds,1/19 Montague St,2,u,SP,Nelson,17/09/2016,6.9,3039.0,2.0,1.0,2.0,230.0,,1989.0,Moonee Valley,-37.7595,144.9317,Western Metropolitan,6232.0,672000.0,Test
Bulleen,11 Carrathool St,3,h,S,Barry,10/12/2016,11.8,3105.0,3.0,1.0,3.0,770.0,,,Manningham,-37.7644,145.0886,Eastern Metropolitan,4480.0,1400000.0,Test
Albert Park,10/140 Kerferd Rd,2,u,S,Greg,22/05/2016,3.3,3206.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.846,144.9542,Southern Metropolitan,3280.0,647000.0,Test
Strathmore,187 Mascoma St,3,h,PI,Considine,3/09/2017,8.2,3041.0,3.0,3.0,2.0,571.0,302.0,1960.0,,-37.71965,144.90831,Western Metropolitan,3284.0,1280000.0,Test
Keilor East,38 Clarks Rd,4,h,S,Brad,28/05/2016,12.8,3033.0,4.0,3.0,2.0,579.0,,,Moonee Valley,-37.7368,144.8689,Western Metropolitan,5629.0,847000.0,Test
Glen Waverley,2 Cherry St,5,h,S,Ray,19/08/2017,16.7,3150.0,5.0,2.0,1.0,651.0,124.0,1970.0,,-37.8656,145.15034,Eastern Metropolitan,15321.0,1285000.0,Test
Albion,2/36 Selwyn St,3,u,PI,Douglas,13/05/2017,13.9,3020.0,3.0,2.0,2.0,250.0,129.0,2013.0,Brimbank,-37.7798,144.8156,Western Metropolitan,2185.0,580000.0,Test
Heidelberg,34 Martin St,4,h,S,Miles,22/05/2016,10.6,3084.0,4.0,1.0,1.0,570.0,,,Banyule,-37.7523,145.0604,Eastern Metropolitan,2890.0,1031000.0,Test
Seddon,36 Bayview Rd,3,h,S,Village,24/06/2017,5.1,3011.0,3.0,1.0,1.0,297.0,211.0,1920.0,Maribyrnong,-37.80828,144.8856,Western Metropolitan,2417.0,1085000.0,Test
Elsternwick,5 Baxter St,3,h,PI,Biggin,15/10/2016,8.5,3185.0,3.0,1.0,2.0,463.0,102.0,,Glen Eira,-37.8879,145.0134,Southern Metropolitan,4898.0,1390000.0,Test
Beaconsfield Upper,6 Paul Gr,4,h,SP,LJ,24/06/2017,39.8,3808.0,4.0,2.0,2.0,1031.0,161.0,1960.0,Cardinia,-38.00224,145.41081,Eastern Victoria,973.0,675000.0,Test
Chadstone,1/3 Evans St,3,u,S,Jellis,15/07/2017,11.7,3148.0,3.0,2.0,2.0,382.0,151.0,2000.0,Monash,-37.88304,145.0969,Southern Metropolitan,3582.0,960000.0,Test
Altona North,4/221 Blackshaws Rd,2,u,S,Jas,28/08/2016,11.1,3025.0,2.0,1.0,1.0,153.0,70.0,1970.0,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132.0,292000.0,Test
Eltham,66 Valonia Dr,4,h,S,Morrison,17/06/2017,18.0,3095.0,4.0,2.0,2.0,781.0,,1970.0,Nillumbik,-37.71021,145.16651000000005,Eastern Metropolitan,6990.0,861000.0,Test
Malvern East,3/919 Dandenong Rd,2,u,S,Thomson,4/03/2017,11.2,3145.0,2.0,1.0,1.0,0.0,,1990.0,Stonnington,-37.8769,145.0471,Southern Metropolitan,8801.0,447000.0,Test
Yarraville,42 Wilkins St,4,h,S,Jas,17/06/2017,6.3,3013.0,4.0,2.0,3.0,463.0,,,Maribyrnong,-37.81869,144.8726,Western Metropolitan,6543.0,1035000.0,Test
Ascot Vale,21 Middle St,3,h,S,Nelson,23/04/2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567.0,1130000.0,Test
Fitzroy North,373 Rae St,3,h,S,Nelson,10/12/2016,3.5,3068.0,2.0,1.0,1.0,148.0,,,Yarra,-37.7835,144.9799,Northern Metropolitan,6244.0,1181000.0,Test
Oakleigh South,9 Wicks Ct,4,h,S,Ray,10/09/2016,14.7,3167.0,4.0,2.0,2.0,581.0,,,Kingston,-37.9355,145.0979,South-Eastern Metropolitan,3692.0,881500.0,Test
Jacana,58 Bliburg St,3,h,S,Barry,30/07/2016,14.5,3047.0,3.0,1.0,1.0,607.0,,,Hume,-37.6864,144.9111,Northern Metropolitan,851.0,421000.0,Test
Heidelberg Heights,50 Swanston St,3,h,S,Coventry,28/05/2016,10.5,3081.0,3.0,1.0,4.0,552.0,,,Banyule,-37.7379,145.0514,Eastern Metropolitan,2947.0,662500.0,Test
Essendon,312/1005 Mt Alexander Rd,1,u,VB,Nelson,20/05/2017,8.0,3040.0,1.0,1.0,1.0,0.0,,2014.0,Moonee Valley,-37.7478,144.912,Western Metropolitan,9264.0,330000.0,Test
Kew East,11 Arden Ct,4,h,S,Jellis,3/06/2017,7.3,3102.0,4.0,2.0,3.0,794.0,192.0,1950.0,Boroondara,-37.79172,145.05863,Southern Metropolitan,2671.0,2162000.0,Test
Hoppers Crossing,17 McCormack Cr,4,h,S,hockingstuart,16/09/2017,18.4,3029.0,4.0,2.0,2.0,872.0,,,,-37.87217,144.68746000000004,Western Metropolitan,13830.0,723000.0,Test
Sunbury,39 Mitchells La,3,h,S,Raine,9/09/2017,31.7,3429.0,3.0,1.0,,650.0,,,,-37.58562,144.71581,Western Metropolitan,14092.0,493000.0,Test
Malvern East,38 MacGregor St,3,h,S,Marshall,6/08/2016,11.2,3145.0,4.0,2.0,1.0,769.0,196.0,1920.0,Stonnington,-37.8799,145.0552,Southern Metropolitan,8801.0,1837000.0,Test
Camberwell,1 Trafalgar Rd,4,h,S,Marshall,26/08/2017,7.7,3124.0,4.0,2.0,2.0,671.0,,1914.0,,-37.8296,145.06441999999996,Southern Metropolitan,8920.0,2385000.0,Test
Brunswick,54 Davies St,2,h,PI,Jellis,17/09/2016,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland,-37.7572,144.9687,Northern Metropolitan,11918.0,1075000.0,Test
Watsonia North,59 Sellars St,3,h,S,Darren,22/07/2017,14.5,3087.0,3.0,1.0,2.0,766.0,,,Banyule,-37.69821,145.08995,Northern Metropolitan,1442.0,850000.0,Test
Gladstone Park,245 Carrick Dr,3,h,SP,Barry,12/08/2017,12.9,3043.0,3.0,1.0,2.0,552.0,136.0,1980.0,Hume,-37.68641,144.89826000000005,Western Metropolitan,3285.0,629000.0,Test
Glenroy,129 Glenroy Rd,3,h,S,Nelson,3/09/2017,11.2,3046.0,3.0,1.0,2.0,655.0,110.0,1960.0,,-37.70608,144.92541,Northern Metropolitan,8870.0,830000.0,Test
Southbank,73/1 Riverside Qy,2,u,S,Dingle,24/09/2016,1.2,3006.0,2.0,2.0,1.0,0.0,93.0,1994.0,Melbourne,-37.822,144.9637,Southern Metropolitan,8400.0,540000.0,Test
Mulgrave,5 Grainger Ct,3,h,S,Harcourts,29/07/2017,18.8,3170.0,3.0,1.0,2.0,727.0,168.0,1970.0,Monash,-37.9128,145.16152,South-Eastern Metropolitan,7113.0,1001000.0,Test
Malvern,8/6 Irving St,2,u,S,Marshall,25/02/2017,7.4,3144.0,2.0,1.0,1.0,0.0,91.0,1967.0,Stonnington,-37.8597,145.0322,Southern Metropolitan,4675.0,740000.0,Test
Kensington,23 Wakefield St,3,h,S,Rendina,20/05/2017,4.2,3031.0,3.0,2.0,1.0,180.0,,,Melbourne,-37.7973,144.9208,Northern Metropolitan,5263.0,1190000.0,Test
Keysborough,3 Scotch Av,2,t,S,iSell,12/08/2017,25.2,3173.0,2.0,2.0,1.0,240.0,,,Greater Dandenong,-38.00013,145.14673,South-Eastern Metropolitan,8459.0,688000.0,Test
Carlton,8/220 Elgin St,2,u,S,Harrington,12/11/2016,1.8,3053.0,2.0,1.0,1.0,0.0,70.0,2000.0,Melbourne,-37.7969,144.9669,Northern Metropolitan,6786.0,705000.0,Test
Balwyn North,1 Morris St,6,h,VB,hockingstuart,22/05/2016,9.2,3104.0,6.0,1.0,6.0,691.0,5.0,,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809.0,1900000.0,Test
Broadmeadows,55 Stanhope St,4,h,S,Barry,9/09/2017,14.0,3047.0,4.0,1.0,2.0,696.0,,,,-37.68563,144.92998,Northern Metropolitan,4294.0,753000.0,Test
Kew East,4/34 Strathalbyn St,2,u,S,Nelson,3/09/2016,7.5,3102.0,2.0,1.0,1.0,0.0,,1970.0,Boroondara,-37.7971,145.0514,Southern Metropolitan,2671.0,620000.0,Test
Brighton,2/149 Carpenter St,3,u,S,hockingstuart,3/06/2017,10.5,3186.0,3.0,2.0,1.0,249.0,,,Bayside,-37.90597,145.00208,Southern Metropolitan,10579.0,1336000.0,Test
West Footscray,28 Khartoum St,4,h,S,Sweeney,17/09/2016,8.2,3012.0,2.0,1.0,2.0,426.0,144.0,1930.0,Maribyrnong,-37.7919,144.8793,Western Metropolitan,5058.0,830000.0,Test
Watsonia,1/6 Wattle Dr,2,u,S,Miles,27/11/2016,14.9,3087.0,2.0,1.0,1.0,0.0,,,Banyule,-37.7167,145.0807,Northern Metropolitan,2329.0,342500.0,Test
Burwood,1/10 Gillard St,2,h,S,Noel,13/05/2017,11.7,3125.0,2.0,1.0,1.0,271.0,160.0,,Whitehorse,-37.8512,145.1145,Southern Metropolitan,5678.0,870000.0,Test
Essendon,5/36 King St,2,u,SP,Jellis,18/03/2017,8.0,3040.0,2.0,1.0,1.0,0.0,68.0,1975.0,Moonee Valley,-37.7461,144.9058,Western Metropolitan,9264.0,395000.0,Test
Camberwell,20 Crellin Gr,2,h,S,Noel,13/05/2017,7.8,3124.0,2.0,1.0,3.0,633.0,134.3,1960.0,Boroondara,-37.8427,145.0824,Southern Metropolitan,8920.0,1900000.0,Test
Flemington,12 John St,2,h,S,Nelson,18/03/2017,4.4,3031.0,2.0,1.0,1.0,0.0,,1910.0,Moonee Valley,-37.7838,144.9273,Northern Metropolitan,3593.0,845000.0,Test
Windsor,1/60 McIlwrick St,2,u,S,Hodges,4/03/2017,5.1,3181.0,2.0,1.0,1.0,598.0,75.0,1940.0,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380.0,611000.0,Test
Braybrook,13/25 Marnoo St,3,t,SP,Barry,22/04/2017,10.8,3019.0,3.0,2.0,1.0,145.0,107.0,2003.0,Maribyrnong,-37.7894,144.8463,Western Metropolitan,3589.0,441700.0,Test
Kew,3/100 Mount St,2,u,VB,RT,27/06/2016,5.6,3101.0,2.0,2.0,1.0,0.0,,2005.0,Boroondara,-37.8162,145.0592,Southern Metropolitan,10331.0,480000.0,Test
Caulfield North,15/496 Dandenong Rd,2,u,S,Gary,18/03/2017,8.1,3161.0,2.0,1.0,1.0,1092.0,63.0,2014.0,Glen Eira,-37.8647,145.0232,Southern Metropolitan,6923.0,450000.0,Test
Keysborough,5 Faoro Ct,3,h,S,Purplebricks,29/07/2017,25.2,3173.0,3.0,2.0,4.0,553.0,,,Greater Dandenong,-37.99432,145.16143,South-Eastern Metropolitan,8459.0,725000.0,Test
Alphington,7/7 Chandler Hwy,2,t,SP,Brace,24/09/2016,6.4,3078.0,0.0,1.0,0.0,0.0,,,Yarra,-37.7848,145.025,Northern Metropolitan,2211.0,650000.0,Test
Wantirna,33 Dunbarton Dr,4,h,S,Ray,29/07/2017,14.7,3152.0,4.0,2.0,1.0,815.0,,,Knox,-37.84839,145.24191000000005,Eastern Metropolitan,5424.0,908000.0,Test
Bentleigh East,1 Heather St,2,h,S,Buxton,20/05/2017,13.9,3165.0,2.0,1.0,2.0,848.0,,,Glen Eira,-37.9199,145.0573,Southern Metropolitan,10969.0,1962000.0,Test
Richmond,23a Dickmann St,3,t,PI,Jellis,22/08/2016,2.6,3121.0,3.0,1.0,1.0,383.0,,1993.0,Yarra,-37.8248,144.9976,Northern Metropolitan,14949.0,975000.0,Test
Newport,42 Farm St,3,h,S,Williams,27/06/2016,8.4,3015.0,2.0,1.0,5.0,571.0,120.0,1920.0,Hobsons Bay,-37.8417,144.8896,Western Metropolitan,5498.0,1151000.0,Test
Brunswick,190 Barkly St,4,h,S,Nelson,13/08/2016,5.2,3056.0,4.0,1.0,1.0,416.0,,,Moreland,-37.7769,144.9661,Northern Metropolitan,11918.0,1358000.0,Test
Greensborough,34 Crana Gr,3,h,S,Morrison,16/09/2017,16.1,3088.0,3.0,2.0,2.0,587.0,200.0,1979.0,,-37.68569,145.10902,Northern Metropolitan,8524.0,922000.0,Test
Coburg,87 Nicholson St,4,h,S,Brad,19/08/2017,6.7,3058.0,4.0,2.0,1.0,430.0,155.0,1920.0,,-37.7505,144.97648999999996,Northern Metropolitan,11204.0,1085000.0,Test
South Yarra,30/30 Murphy St,2,u,S,hockingstuart,13/05/2017,3.3,3141.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.837,144.9907,Southern Metropolitan,14887.0,615000.0,Test
Mount Waverley,14 Gloucester St,4,h,S,Ray,27/05/2017,14.2,3149.0,4.0,3.0,2.0,768.0,,,Monash,-37.85896,145.11484,Eastern Metropolitan,13366.0,1327000.0,Test
Hampton East,4/332 South Rd,2,u,S,Hodges,25/02/2017,14.5,3188.0,2.0,1.0,1.0,215.0,68.0,2007.0,Kingston,-37.933,145.0322,Southern Metropolitan,2356.0,472000.0,Test
Windsor,5/243 Dandenong Rd,2,u,PI,Kay,28/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1990.0,Port Phillip,-37.8585,145.0004,Southern Metropolitan,4380.0,555000.0,Test
Seddon,23 Henry St,3,h,S,Burnham,22/08/2016,6.6,3011.0,2.0,1.0,1.0,374.0,,,Maribyrnong,-37.8057,144.8882,Western Metropolitan,2417.0,1200000.0,Test
Yarraville,43 Ballarat St,2,h,S,Jas,25/02/2017,7.0,3013.0,2.0,1.0,0.0,128.0,80.0,1920.0,Maribyrnong,-37.8179,144.8908,Western Metropolitan,6543.0,767000.0,Test
Thornbury,3/31 Clapham St,2,u,S,Love,20/05/2017,6.5,3071.0,2.0,1.0,1.0,0.0,59.0,1960.0,Darebin,-37.7549,144.9979,Northern Metropolitan,8870.0,600000.0,Test
St Albans,1 Harris St,3,h,S,Ray,17/06/2017,14.0,3021.0,3.0,1.0,2.0,524.0,,,Brimbank,-37.75098,144.80331,Western Metropolitan,14042.0,630000.0,Test
Brighton East,1 Curzon St,3,h,S,Kay,13/05/2017,10.7,3187.0,3.0,1.0,2.0,688.0,,,Bayside,-37.9212,145.013,Southern Metropolitan,6938.0,1975000.0,Test
Port Melbourne,503/99 Nott St,1,u,SP,Jellis,19/11/2016,3.8,3207.0,1.0,1.0,1.0,0.0,63.0,2007.0,Port Phillip,-37.8405,144.9385,Southern Metropolitan,8648.0,456000.0,Test
Port Melbourne,171 Bridge St,2,h,PI,Leased,3/12/2016,3.8,3207.0,2.0,1.0,0.0,0.0,,,Port Phillip,-37.836,144.9419,Southern Metropolitan,8648.0,1240000.0,Test
Watsonia,28 Grace St,3,h,S,Buckingham,17/06/2017,14.5,3087.0,3.0,1.0,2.0,700.0,,,Banyule,-37.70994,145.07997,Northern Metropolitan,2329.0,1010000.0,Test
Seddon,124 Albert St,4,h,S,Jas,12/08/2017,5.1,3011.0,4.0,2.0,2.0,457.0,,,Maribyrnong,-37.80803,144.89601000000005,Western Metropolitan,2417.0,1870000.0,Test
Richmond,249 Punt Rd,4,h,VB,Jellis,8/10/2016,2.6,3121.0,4.0,1.0,0.0,254.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern Metropolitan,14949.0,950000.0,Test
St Kilda,18/170 St Kilda Rd,3,u,SP,Wilson,27/11/2016,6.1,3182.0,3.0,1.0,1.0,0.0,,,Port Phillip,-37.8612,144.985,Southern Metropolitan,13240.0,720000.0,Test
Balwyn North,26 Maylands Av,3,h,S,Nelson,12/08/2017,9.7,3104.0,3.0,1.0,2.0,638.0,,,Boroondara,-37.79843,145.06728,Southern Metropolitan,7809.0,1739000.0,Test
Brighton East,15 Hodder St,5,h,PI,RT,7/05/2016,10.7,3187.0,5.0,2.0,2.0,616.0,245.0,1945.0,Bayside,-37.9084,145.0221,Southern Metropolitan,6938.0,1600000.0,Test
Hawthorn,25 William St,3,h,VB,Marshall,16/09/2017,5.3,3122.0,3.0,1.0,0.0,216.0,104.0,1890.0,,-37.82031,145.04043,Southern Metropolitan,11308.0,1450000.0,Test
Melton,14 Musk Ct,3,h,SP,PRDNationwide,27/05/2017,31.7,3337.0,3.0,1.0,4.0,600.0,122.86,1975.0,Melton,-37.68734,144.58001000000004,Western Victoria,3600.0,295000.0,Test
Werribee,8 Maribyrnong Ct,3,h,S,LJ,17/06/2017,14.7,3030.0,3.0,1.0,1.0,575.0,,,Wyndham,-37.88547,144.65528999999995,Western Metropolitan,16166.0,442000.0,Test
Malvern East,3/907 Dandenong Rd,1,u,PI,Anderson,23/04/2016,11.2,3145.0,1.0,1.0,1.0,0.0,42.0,2013.0,Stonnington,-37.8764,145.0463,Southern Metropolitan,8801.0,300000.0,Test
Williamstown,8 Pearson St,3,h,S,Williams,3/06/2017,6.8,3016.0,3.0,1.0,0.0,169.0,,,Hobsons Bay,-37.8561,144.90028,Western Metropolitan,6380.0,950000.0,Test
South Kingsville,40 Greene St,3,h,S,Jas,18/06/2016,9.1,3015.0,3.0,2.0,3.0,669.0,,,Hobsons Bay,-37.8303,144.8705,Western Metropolitan,984.0,941000.0,Test
Sunshine,2/6 Farnsworth St,2,h,PI,Douglas,30/07/2016,12.6,3020.0,2.0,1.0,1.0,155.0,,1940.0,Brimbank,-37.7796,144.8384,Western Metropolitan,3755.0,435000.0,Test
Mount Waverley,1/21 Herbert St,2,u,S,Buxton,12/08/2017,14.2,3149.0,2.0,1.0,1.0,292.0,,,Monash,-37.86528,145.11775,Eastern Metropolitan,13366.0,730000.0,Test
Fairfield,229 Rathmines St,2,h,S,Jellis,7/05/2016,5.8,3078.0,2.0,1.0,2.0,537.0,92.0,1950.0,Darebin,-37.7689,145.0177,Northern Metropolitan,2970.0,1220000.0,Test
Carnegie,1/12 Kokaribb Rd,2,u,S,Property,18/06/2016,11.4,3163.0,2.0,1.0,1.0,103.0,82.0,1970.0,Glen Eira,-37.8873,145.0559,Southern Metropolitan,7822.0,656000.0,Test
Deer Park,1 Hovell St,3,h,SA,HAR,16/09/2017,14.8,3023.0,3.0,1.0,6.0,534.0,,,,-37.75504,144.77313999999996,Western Metropolitan,6388.0,629500.0,Test
Seaford,5 Ireland St,3,h,S,Asset,17/06/2017,35.4,3198.0,3.0,2.0,2.0,603.0,,,Frankston,-38.09088,145.12933999999996,South-Eastern Metropolitan,8077.0,782500.0,Test
Templestowe Lower,253 Thompsons Rd,4,h,VB,hockingstuart,13/08/2016,13.8,3107.0,4.0,3.0,2.0,728.0,164.0,1970.0,Manningham,-37.768,145.1027,Eastern Metropolitan,5420.0,1000000.0,Test
Essendon,76 Ogilvie St,3,h,S,Brad,4/03/2017,8.0,3040.0,3.0,1.0,2.0,549.0,106.0,1950.0,Moonee Valley,-37.7479,144.8931,Western Metropolitan,9264.0,960000.0,Test
Ivanhoe East,24 Flora Gr,3,h,S,Miles,6/08/2016,9.0,3079.0,3.0,1.0,1.0,624.0,117.0,1950.0,Banyule,-37.7741,145.0506,Eastern Metropolitan,1554.0,1605000.0,Test
